lot,line,week,date_start,date_end,hens,mortality,lay_rate_real,lay_rate_standard,eggs,feed_kg
G5,Lohmann Brown Classic,29,2021-08-26,2021-09-01,2797,8,0.9564912694506172,0.96,18730,2310
G5,Lohmann Brown Classic,30,2021-09-02,2021-09-08,2796,1,0.9520743919885551,0.96,18634,2310
G5,Lohmann Brown Classic,31,2021-09-09,2021-09-15,2794,3,0.9562824961676027,0.95,18703,2310
G5,Lohmann Brown Classic,32,2021-09-16,2021-09-22,2793,0,0.9588767837962253,0.95,18747,2310
G5,Lohmann Brown Classic,33,2021-09-23,2021-09-29,2793,0,0.960308935604317,0.95,18775,2310
G5,Lohmann Brown Classic,34,2021-09-30,2021-10-06,2791,2,0.9593137715024029,0.95,18745,2310
G5,Lohmann Brown Classic,35,2021-10-07,2021-10-13,2790,1,0.9516756093529363,0.94,18591,2310
G5,Lohmann Brown Classic,36,2021-10-14,2021-10-20,2790,0,0.9509472606246799,0.94,18572,2310
G5,Lohmann Brown Classic,37,2021-10-21,2021-10-27,2790,0,0.9553507424475165,0.94,18658,2310
G5,Lohmann Brown Classic,38,2021-10-28,2021-11-03,2789,2,0.9490924835487256,0.93,18533,2310
G5,Lohmann Brown Classic,39,2021-11-04,2021-11-10,2788,0,0.9273416683746669,0.93,18098,2240
G5,Lohmann Brown Classic,40,2021-11-11,2021-11-17,2788,0,0.9479913916786227,0.93,18501,2240
G5,Lohmann Brown Classic,41,2021-11-18,2021-11-24,2788,0,0.943431030948965,0.92,18412,2240
G5,Lohmann Brown Classic,42,2021-11-25,2021-12-01,2788,0,0.9410739905718386,0.92,18366,2242
G5,Lohmann Brown Classic,43,2021-12-02,2021-12-08,2786,2,0.9449909307968634,0.92,18433,2251
G5,Lohmann Brown Classic,44,2021-12-09,2021-12-15,2785,1,0.9487151987541858,0.91,18499,2240
G5,Lohmann Brown Classic,45,2021-12-16,2021-12-22,2784,1,0.9419731481399594,0.91,18360,2240
G5,Lohmann Brown Classic,46,2021-12-23,2021-12-29,2783,1,0.9394433538838609,0.91,18306,2240
G5,Lohmann Brown Classic,47,2021-12-30,2022-01-05,2783,0,0.9342949540577998,0.9,18201,2240
G5,Lohmann Brown Classic,48,2022-01-06,2022-01-12,2783,0,0.9377855346234795,0.9,18269,2240
G5,Lohmann Brown Classic,49,2022-01-13,2022-01-19,2782,1,0.9343909756528426,0.9,18201,2240
G5,Lohmann Brown Classic,50,2022-01-20,2022-01-26,2781,2,0.922638933184073,0.89,17961,2240
G5,Lohmann Brown Classic,51,2022-01-27,2022-02-02,2776,4,0.9243743332974695,0.89,17968,2240
G5,Lohmann Brown Classic,52,2022-02-03,2022-02-09,2774,2,0.9240038823456271,0.89,17946,2240
G5,Lohmann Brown Classic,53,2022-02-10,2022-02-16,2773,1,0.9291817418802033,0.88,18041,2240
G5,Lohmann Brown Classic,54,2022-02-17,2022-02-23,2773,0,0.9247849157694091,0.88,17951,2240
G5,Lohmann Brown Classic,55,2022-02-24,2022-03-02,2772,1,0.921201814058957,0.88,17875,2240
G5,Lohmann Brown Classic,56,2022-03-03,2022-03-09,2772,0,0.9162028447742735,0.87,17778,2240
G5,Lohmann Brown Classic,57,2022-03-10,2022-03-16,2770,2,0.9145710989426632,0.87,17739,2240
G5,Lohmann Brown Classic,58,2022-03-17,2022-03-23,2767,3,0.9113288121130124,0.87,17657,2220
G5,Lohmann Brown Classic,59,2022-03-24,2022-03-30,2764,3,0.9061492881980026,0.86,17534,2212
G5,Lohmann Brown Classic,60,2022-03-31,2022-04-06,2762,3,0.9080421360949228,0.86,17557,2212
G5,Lohmann Brown Classic,61,2022-04-07,2022-04-13,2761,0,0.8979148341698142,0.86,17354,2212
G5,Lohmann Brown Classic,62,2022-04-14,2022-04-20,2760,1,0.9023078962148771,0.85,17438,2212
G5,Lohmann Brown Classic,63,2022-04-21,2022-04-27,2759,1,0.9011546626624554,0.85,17404,2212
G5,Lohmann Brown Classic,64,2022-04-28,2022-05-04,2759,0,0.8918862942059752,0.85,17225,2197
G5,Lohmann Brown Classic,65,2022-05-05,2022-05-11,2756,3,0.8846274506207189,0.84,17068,2177
G5,Lohmann Brown Classic,66,2022-05-12,2022-05-18,2756,0,0.8874144723201327,0.84,17120,2177
G5,Lohmann Brown Classic,67,2022-05-19,2022-05-25,2756,0,0.8821791416131038,0.83,17019,2177
G5,Lohmann Brown Classic,68,2022-05-26,2022-06-01,2755,1,0.8707683765742869,0.83,16798,2177
G5,Lohmann Brown Classic,69,2022-06-02,2022-06-08,2753,2,0.8537938180310094,0.82,16456,2177
G5,Lohmann Brown Classic,70,2022-06-09,2022-06-15,2751,5,0.8084352322760923,0.82,15569,2177
G5,Lohmann Brown Classic,71,2022-06-16,2022-06-22,2738,14,0.7377572630193702,0.81,14143,2177
G5,Lohmann Brown Classic,72,2022-06-23,2022-06-29,2722,19,0.7932817704554235,0.81,15118,2177
G5,Lohmann Brown Classic,73,2022-06-30,2022-07-06,2709,10,0.7896933398107226,0.8,14975,2159
G5,Lohmann Brown Classic,74,2022-07-07,2022-07-13,2702,3,0.778634711289932,0.8,14731,2135
G5,Lohmann Brown Classic,75,2022-07-14,2022-07-20,2695,11,0.78172583220624,0.79,14748,2135
G5,Lohmann Brown Classic,76,2022-07-21,2022-07-27,2688,5,0.7529441308589948,0.79,14172,2135
G5,Lohmann Brown Classic,77,2022-07-28,2022-08-03,2678,13,0.721076056710347,0.78,13519,2135
G5,Lohmann Brown Classic,78,2022-08-04,2022-08-10,2668,11,0.7229012115492194,0.78,13503,2135
G5,Lohmann Brown Classic,79,2022-08-11,2022-08-17,2653,13,0.7081788530980663,0.77,13155,2105
G5,Lohmann Brown Classic,80,2022-08-18,2022-08-24,2639,16,0.718299185214523,0.77,13270,2102
G5,Lohmann Brown Classic,81,2022-08-25,2022-08-31,2549,9,0.699014299555269,0.0,12474,2044
G5,Lohmann Brown Classic,82,2022-09-01,2022-09-07,2349,28,0.09026814609338882,0.0,1562,1938
G5,Lohmann Brown Classic,83,2022-09-08,2022-09-14,2046,0,0.0,0.0,0,233
G6,Isa Brown,1,2022-03-14,2022-03-20,1517,12,0.0,0.0,0,115
G6,Isa Brown,2,2022-03-21,2022-03-27,1511,2,0.0,0.0,0,225
G6,Isa Brown,3,2022-03-28,2022-04-03,1511,0,0.0,0.0,0,278
G6,Isa Brown,4,2022-04-04,2022-04-10,1511,0,0.0,0.0,0,342
G6,Isa Brown,5,2022-04-11,2022-04-17,1511,0,0.0,0.0,0,380
G6,Isa Brown,6,2022-04-18,2022-04-24,1510,1,0.0,0.0,0,450
G6,Isa Brown,7,2022-04-25,2022-05-01,1510,0,0.0,0.0,0,503
G6,Isa Brown,8,2022-05-02,2022-05-08,1509,4,0.0,0.0,0,521
G6,Isa Brown,9,2022-05-09,2022-05-15,1506,0,0.0,0.0,0,639
G6,Isa Brown,10,2022-05-16,2022-05-22,1506,0,0.0,0.0,0,610
G6,Isa Brown,11,2022-05-23,2022-05-29,1506,0,0.0,0.0,0,631
G6,Isa Brown,12,2022-05-30,2022-06-05,1504,2,0.0,0.0,0,660
G6,Isa Brown,13,2022-06-06,2022-06-12,1504,0,0.0,0.0,0,694
G6,Isa Brown,14,2022-06-13,2022-06-19,1503,1,0.0,0.0,0,760
G6,Isa Brown,15,2022-06-20,2022-06-26,1503,0,0.0,0.0,0,770
G6,Isa Brown,16,2022-06-27,2022-07-03,1503,0,0.0,0.0,0,788
G6,Isa Brown,17,2022-07-04,2022-07-10,1502,1,0.07607636796662208,0.0,8,832
G6,Isa Brown,18,2022-07-11,2022-07-17,1501,1,0.4318183920756906,0.03,283,888
G6,Isa Brown,19,2022-07-18,2022-07-24,1501,0,0.1016465213667079,0.18,1068,608
G6,Isa Brown,20,2022-07-25,2022-07-31,1501,0,0.2937089559341391,0.45,3086,980
G6,Isa Brown,21,2022-08-01,2022-08-07,1500,1,0.5497908695790108,0.72,5776,1082
G6,Isa Brown,22,2022-08-08,2022-08-14,1497,3,0.7580876037789865,0.88,7944,1126
G6,Isa Brown,23,2022-08-15,2022-08-21,1495,3,0.868078274054606,0.93,9086,1155
G6,Isa Brown,24,2022-08-22,2022-08-28,1492,3,0.9224716786044044,0.95,9637,1163
G6,Isa Brown,25,2022-08-29,2022-09-04,1482,10,0.9471166085287003,0.96,9828,1183
G6,Isa Brown,26,2022-09-05,2022-09-11,1479,2,0.9490058371904214,0.96,9826,1183
G6,Isa Brown,27,2022-09-12,2022-09-18,1477,2,0.9572737086336415,0.96,9903,1199
G6,Isa Brown,28,2022-09-19,2022-09-25,1476,1,0.9542198993418505,0.96,9859,1211
G6,Isa Brown,29,2022-09-26,2022-10-02,1476,0,0.952477739063105,0.96,9841,1211
G6,Isa Brown,30,2022-10-03,2022-10-09,1473,3,0.9541479788614785,0.96,9843,1211
G6,Isa Brown,31,2022-10-10,2022-10-16,1471,2,0.9528197981894263,0.95,9815,1208
G6,Isa Brown,32,2022-10-17,2022-10-23,1470,3,0.1352821210061183,0.95,1393,1204
